119	91
	0.0	0.1	0.125	0.15	0.175	0.2	0.225	0.25	0.275	0.3	0.325	0.35	0.375	0.4	0.425	0.45	0.5	0.55	0.6	0.65	0.7	0.75	0.8	0.85	0.9	0.95	1.0	1.05	1.1	1.15	1.2	1.25	1.3	1.35	1.4	1.45	1.5	1.55	1.6	1.65	1.7	1.75	1.8	1.85	1.9	1.95	1.975	2.0	2.025	2.05	2.075	2.1	2.125	2.15	2.175	2.2	2.225	2.25	2.275	2.3	2.325	2.35	2.375	2.4	2.425	2.45	2.475	2.5	2.525	2.55	2.6	2.65	2.7	2.75	2.8	2.85	2.9	2.95	3.0	3.05	3.1	3.15	3.2	3.25	3.3	3.35	3.4	3.45	3.5	3.55	3.6	3.65	3.7	3.75	3.8	3.85	3.9	3.95	4.0	4.05	4.1	4.15	4.2	4.25	4.3	4.35	4.4	4.45	4.5	4.55	4.6	4.65	4.7	4.75	4.8	4.85	4.9	4.95	5.0
-1.000000	0	521.93	336.84	237.16	177.75	139.68	114.02	95.956	80.981	69.718	61.382	54.711	49.262	44.727	40.912	37.675	32.519	28.64	25.693	23.454	21.76	20.51	19.627	19.047	18.717	18.588	18.634	18.821	19.112	19.49	19.921	20.389	20.861	21.332	21.76	22.163	22.398	22.553	22.549	22.365	21.92	21.185	20.104	18.582	16.572	14.137	12.86	11.713	11.563	10.98	13.163	20.417	39.783	91.606	237.14	586.95	1067.8	1027.8	645.04	442.12	331.25	265.65	224	196.3	176.38	161.31	150.23	141.12	133.85	127.77	117.19	111.54	106.23	101.97	98.42	95.361	92.717	90.235	88.045	85.908	83.912	82.026	80.222	78.572	77.035	75.7	74.674	74.034	73.993	74.836	76.861	80.61	86.317	96.285	110.25	130.48	159.04	197.9	248.26	311.3	385.95	460.5	530.09	585.63	620.12	634.03	631.12	616.56	595.61	571.76	547.3	523.3	500.99	480.32	461.6	444.38	428.89	414.87	402.23
-0.999391	0	521.93	336.84	237.16	177.75	139.68	114.02	95.956	80.981	69.718	61.382	54.711	49.262	44.727	40.912	37.675	32.519	28.64	25.693	23.454	21.76	20.51	19.627	19.047	18.717	18.588	18.634	18.821	19.112	19.49	19.921	20.389	20.861	21.332	21.76	22.163	22.398	22.553	22.549	22.365	21.92	21.185	20.104	18.582	16.572	14.137	12.86	11.713	11.563	10.98	13.163	20.417	39.783	91.606	237.14	586.95	1067.8	1027.8	645.04	442.12	331.25	265.65	224	196.3	176.38	161.31	150.23	141.12	133.85	127.77	117.19	111.54	106.23	101.97	98.42	95.361	92.717	90.235	88.045	85.908	83.912	82.026	80.222	78.572	77.035	75.7	74.674	74.034	73.993	74.836	76.861	80.61	86.317	96.285	110.25	130.48	159.04	197.9	248.26	311.3	385.95	460.5	530.09	585.63	620.12	634.03	631.12	616.56	595.61	571.76	547.3	523.3	500.99	480.32	461.6	444.38	428.89	414.87	402.23
-0.997564	0	522.88	337.46	237.59	178.06	139.92	114.22	96.119	81.114	69.83	61.479	54.796	49.337	44.794	40.972	37.728	32.563	28.675	25.721	23.474	21.773	20.516	19.626	19.04	18.703	18.568	18.608	18.789	19.074	19.447	19.873	20.337	20.807	21.276	21.703	22.106	22.343	22.503	22.505	22.329	21.895	21.174	20.11	18.609	16.622	14.211	12.942	11.799	11.64	11.035	13.153	20.256	39.276	90.262	233.6	578.43	1052.9	1013.5	636.95	436.86	327.49	262.77	221.68	194.35	174.69	159.82	148.89	139.9	132.74	126.73	116.3	110.75	105.52	101.33	97.854	94.857	92.271	89.847	87.713	85.632	83.695	81.868	80.126	78.539	77.068	75.801	74.843	74.273	74.301	75.21	77.294	81.09	86.831	96.788	110.7	130.81	159.14	197.63	247.45	309.74	383.41	456.9	525.39	579.93	613.66	627.07	623.92	609.32	588.45	564.76	540.51	516.74	494.66	474.21	455.69	438.68	423.37	409.52	397.04
-0.994522	0	524.47	338.48	238.31	178.59	140.33	114.55	96.391	81.337	70.017	61.641	54.938	49.462	44.905	41.072	37.818	32.636	28.733	25.766	23.508	21.795	20.527	19.626	19.028	18.68	18.535	18.564	18.735	19.011	19.376	19.794	20.252	20.717	21.182	21.608	22.012	22.253	22.419	22.43	22.268	21.853	21.155	20.12	18.653	16.706	14.333	13.08	11.944	11.769	11.131	13.146	20.002	38.461	88.08	227.83	564.5	1028.6	990.01	623.67	428.2	321.31	258.03	217.85	191.12	171.9	157.36	146.68	137.89	130.89	125.03	114.82	109.44	104.35	100.29	96.913	94.017	91.526	89.197	87.154	85.167	83.325	81.596	79.953	78.47	77.107	75.95	75.105	74.648	74.79	75.806	77.985	81.857	87.65	97.588	111.41	131.31	159.27	197.16	246.08	307.14	379.21	450.94	517.63	570.54	603.02	615.62	612.08	597.4	576.67	553.25	529.34	505.95	484.24	464.16	446	429.31	414.3	400.74	388.52
-0.990268	0	526.71	339.92	239.31	179.34	140.91	115.01	96.774	81.651	70.28	61.868	55.137	49.638	45.062	41.213	37.945	32.739	28.816	25.831	23.556	21.827	20.544	19.627	19.013	18.65	18.489	18.504	18.661	18.925	19.277	19.685	20.134	20.592	21.053	21.476	21.88	22.127	22.301	22.326	22.183	21.793	21.127	20.132	18.713	16.821	14.504	13.273	12.149	11.956	11.276	13.153	19.679	37.38	85.146	220.02	545.56	995.5	957.98	605.46	416.32	312.81	251.52	212.58	186.68	168.05	153.97	143.62	135.11	128.34	122.67	112.78	107.62	102.72	98.823	95.598	92.84	90.48	88.279	86.361	84.502	82.79	81.194	79.687	78.345	77.128	76.121	75.427	75.125	75.419	76.581	78.888	82.861	88.723	98.631	112.33	131.94	159.38	196.43	244.14	303.5	373.36	442.71	506.93	557.6	588.38	599.89	595.81	581.03	560.5	537.47	514.03	491.15	469.97	450.39	432.7	416.47	401.88	388.7	376.83
-0.984808	0	529.61	341.78	240.61	180.3	141.66	115.61	97.27	82.056	70.621	62.163	55.395	49.867	45.266	41.395	38.109	32.872	28.924	25.916	23.62	21.87	20.566	19.629	18.996	18.613	18.433	18.429	18.568	18.815	19.152	19.546	19.984	20.433	20.887	21.308	21.711	21.965	22.15	22.192	22.072	21.714	21.089	20.145	18.788	16.967	14.723	13.522	12.415	12.203	11.477	13.19	19.317	36.09	81.575	210.41	522.15	954.36	918.22	582.74	401.46	302.17	243.34	205.96	181.09	163.2	149.68	139.76	131.6	125.11	119.68	110.18	105.3	100.65	96.954	93.914	91.328	89.13	87.089	85.325	83.625	82.074	80.642	79.303	78.135	77.099	76.277	75.771	75.658	76.14	77.478	79.941	84.036	89.978	99.842	113.38	132.63	159.4	195.41	241.58	298.81	365.93	432.29	493.43	541.33	569.99	580.15	575.43	560.54	540.27	517.71	494.87	472.65	452.11	433.17	416.09	400.42	386.35	373.65	362.23
-0.978148	0	533.17	344.06	242.21	181.49	142.58	116.35	97.879	82.556	71.04	62.526	55.713	50.148	45.517	41.62	38.311	33.038	29.058	26.022	23.699	21.924	20.596	19.634	18.977	18.57	18.366	18.341	18.458	18.684	19.002	19.38	19.803	20.241	20.687	21.104	21.506	21.768	21.966	22.028	21.936	21.616	21.04	20.156	18.875	17.141	14.988	13.827	12.745	12.516	11.745	13.277	18.952	34.661	77.506	199.32	494.9	906.24	871.73	555.96	383.9	289.56	233.63	198.08	174.43	157.42	144.57	135.14	127.4	121.24	116.09	107.07	102.51	98.14	94.689	91.866	89.482	87.473	85.619	84.036	82.521	81.158	79.917	78.774	77.809	76.981	76.375	76.085	76.192	76.89	78.431	81.071	85.302	91.331	101.13	114.47	133.28	159.26	194.02	238.36	293.09	356.96	419.81	477.34	521.98	548.18	556.77	551.31	536.31	516.36	494.38	472.26	450.81	431.05	412.86	396.48	381.49	368.04	355.91	345.01
-0.970296	0	537.41	346.79	244.12	182.91	143.68	117.23	98.605	83.151	71.54	62.958	56.092	50.484	45.817	41.889	38.554	33.236	29.219	26.15	23.797	21.991	20.634	19.644	18.958	18.523	18.292	18.24	18.331	18.534	18.83	19.188	19.594	20.018	20.455	20.866	21.267	21.537	21.749	21.833	21.773	21.497	20.979	20.165	18.971	17.341	15.298	14.187	13.14	12.9	12.09	13.434	18.623	33.169	73.097	187.09	464.58	852.33	819.69	525.7	363.99	275.22	222.57	189.09	166.82	150.8	138.71	129.84	122.56	116.77	111.95	103.45	99.262	95.217	92.041	89.462	87.304	85.508	83.864	82.483	81.176	80.021	78.994	78.069	77.328	76.734	76.366	76.316	76.664	77.599	79.362	82.193	86.569	92.684	102.4	115.5	133.79	158.87	192.19	234.46	286.35	346.54	405.42	458.89	499.87	523.32	530.16	523.89	508.8	489.24	467.93	446.62	426.07	407.19	389.86	374.29	360.06	347.31	335.83	325.52
-0.961262	0	542.36	349.97	246.34	184.55	144.95	118.26	99.45	83.844	72.123	63.463	56.535	50.876	46.166	42.203	38.837	33.468	29.408	26.301	23.913	22.073	20.683	19.66	18.941	18.475	18.212	18.129	18.191	18.366	18.637	18.972	19.358	19.766	20.191	20.596	20.995	21.273	21.5	21.608	21.584	21.357	20.902	20.168	19.074	17.563	15.65	14.6	13.6	13.358	12.522	13.683	18.373	31.696	68.519	174.11	432	793.95	763.35	492.57	342.1	259.42	210.33	179.12	158.35	143.42	132.16	123.91	117.14	111.77	107.29	99.382	95.595	91.901	89.025	86.712	84.801	83.236	81.818	80.656	79.573	78.644	77.846	77.155	76.656	76.311	76.197	76.403	77.008	78.194	80.19	83.219	87.739	93.934	103.55	116.36	134.06	158.12	189.86	229.84	278.59	334.75	389.3	438.33	475.35	495.82	500.8	493.68	478.52	459.41	438.85	418.47	398.91	381	364.62	349.94	336.55	324.57	313.81	304.15
